Job_ID,Job_Title,Industry,Location,Work_Type,Experience_Level,Required_Skills,Min_Salary_INR,Max_Salary_INR,Posting_Date
JOB-204210,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Senior,"Healthcare Data, SQL",1764840,2142543,2026-04-21
JOB-204211,Product Manager,IT & Tech,Mumbai,On-Site,Lead,"Python, Machine Learning",2659674,3415732,2026-02-20
JOB-204212,Risk Manager,Finance,Mumbai,Hybrid,Entry-Level,Investment Analysis,664707,890666,2026-03-04
JOB-204213,Financial Analyst,Finance,Bengaluru,Hybrid,Senior,"Accounting, Tally",1344000,1912457,2026-03-06
JOB-204214,Bioinformatics Scientist,Healthcare,Mumbai,Hybrid,Entry-Level,"Healthcare Data, SQL",613920,757535,2026-05-05
JOB-204215,DevOps Engineer,IT & Tech,Hyderabad,Remote,Senior,"AWS, Docker",1680382,2142034,2026-01-29
JOB-204216,Social Media Expert,Marketing,Delhi,On-Site,Mid-Level,Social Media Management,916323,1246132,2026-01-06
JOB-204217,Content Strategist,Marketing,Noida,Remote,Entry-Level,"SEO, Google Analytics",550838,680358,2026-04-20
JOB-204218,Content Strategist,Marketing,Delhi,On-Site,Lead,Social Media Management,1757311,2141659,2026-01-07
JOB-204219,Cloud Architect,IT & Tech,Mumbai,Remote,Lead,"Python, SQL",2378143,2888173,2026-01-19
JOB-204220,Bioinformatics Scientist,Healthcare,Delhi,On-Site,Executive,"Bioinformatics, Python",2795261,4166813,2026-05-19
JOB-204221,Cloud Architect,IT & Tech,Mumbai,Remote,Senior,"Cybersecurity, Network",1789804,2533862,2026-02-13
JOB-204222,SEO Specialist,Marketing,Chennai,Hybrid,Entry-Level,Digital Marketing,475219,686053,2026-02-06
JOB-204223,Data Scientist,IT & Tech,Pune,On-Site,Executive,"Python, Machine Learning",3050926,4330984,2026-02-11
JOB-204224,DevOps Engineer,IT & Tech,Bengaluru,Hybrid,Senior,"Java, Spring Boot",1899615,2354700,2026-03-03
JOB-204225,SEO Specialist,Marketing,Noida,On-Site,Entry-Level,Digital Marketing,886229,1067483,2026-03-21
JOB-204226,Accountant,Finance,Hyderabad,Remote,Entry-Level,"Accounting, Tally",1085836,1384654,2026-05-20
JOB-204227,Cybersecurity Analyst,IT & Tech,Noida,On-Site,Mid-Level,"SQL, Tableau, Power BI",1487920,1912635,2026-01-10
JOB-204228,Healthcare Administrator,Healthcare,Pune,On-Site,Senior,"Bioinformatics, Python",1380049,1941889,2026-05-13
JOB-204229,Social Media Expert,Marketing,Chennai,Hybrid,Entry-Level,Content Writing,871362,1056217,2026-04-07
JOB-204230,DevOps Engineer,IT & Tech,Mumbai,On-Site,Entry-Level,"SQL, Tableau, Power BI",1292309,1575475,2026-03-16
JOB-204231,Financial Analyst,Finance,Delhi,Remote,Mid-Level,Investment Analysis,992115,1329742,2026-03-19
JOB-204232,Cloud Architect,IT & Tech,Noida,On-Site,Mid-Level,"Python, SQL",1087400,1539964,2026-04-29
JOB-204233,Social Media Expert,Marketing,Noida,Remote,Senior,Content Writing,1629702,2314188,2026-05-03
JOB-204234,Social Media Expert,Marketing,Hyderabad,On-Site,Executive,"SEO, Google Analytics",2437697,2984659,2026-03-06
JOB-204235,Investment Banker,Finance,Chennai,On-Site,Executive,"Financial Modeling, Excel",3145974,3891742,2026-05-25
JOB-204236,Marketing Manager,Marketing,Gurugram,Hybrid,Entry-Level,Content Writing,741151,941309,2026-05-03
JOB-204237,Marketing Manager,Marketing,Hyderabad,Hybrid,Mid-Level,Social Media Management,1048656,1565546,2026-03-16
JOB-204238,Accountant,Finance,Mumbai,Remote,Lead,"Financial Modeling, Excel",2160140,3044557,2026-01-15
JOB-204239,Clinical Data Analyst,Healthcare,Pune,On-Site,Mid-Level,Hospital Administration,1255318,1810460,2026-05-03
JOB-204240,Bioinformatics Scientist,Healthcare,Hyderabad,Hybrid,Lead,Hospital Administration,1887199,2371105,2026-03-21
JOB-204241,Social Media Expert,Marketing,Delhi,Remote,Lead,Content Writing,1778811,2421546,2026-03-11
JOB-204242,Cloud Architect,IT & Tech,Gurugram,Hybrid,Executive,"Python, SQL",2910869,4034296,2026-01-20
JOB-204243,Clinical Data Analyst,Healthcare,Noida,Hybrid,Executive,Hospital Administration,2680808,3722036,2026-04-02
JOB-204244,DevOps Engineer,IT & Tech,Noida,Remote,Mid-Level,"React, Node.js",1129849,1579726,2026-04-09
JOB-204245,Clinical Data Analyst,Healthcare,Chennai,Hybrid,Senior,"Healthcare Data, SQL",1498977,1968676,2026-02-01
JOB-204246,Financial Analyst,Finance,Noida,Hybrid,Senior,"Accounting, Tally",1806773,2467840,2026-05-16
JOB-204247,Social Media Expert,Marketing,Bengaluru,On-Site,Lead,Digital Marketing,1776137,2441469,2026-05-13
JOB-204248,Bioinformatics Scientist,Healthcare,Hyderabad,Remote,Mid-Level,"Healthcare Data, SQL",863734,1206635,2026-05-27
JOB-204249,Financial Analyst,Finance,Delhi,Hybrid,Executive,"Accounting, Tally",2777685,3387147,2026-03-02
JOB-204250,Data Scientist,IT & Tech,Delhi,On-Site,Senior,"React, Node.js",1943207,2453419,2026-02-03
JOB-204251,Data Scientist,IT & Tech,Chennai,Hybrid,Lead,"SQL, Tableau, Power BI",2527274,3187439,2026-02-11
JOB-204252,Social Media Expert,Marketing,Chennai,Remote,Entry-Level,Social Media Management,728507,934798,2026-03-19
JOB-204253,Software Engineer,IT & Tech,Noida,Remote,Senior,"AWS, Docker",2115878,2712273,2026-05-04
JOB-204254,Marketing Manager,Marketing,Hyderabad,On-Site,Executive,Digital Marketing,2429389,2945214,2026-01-16
JOB-204255,Product Manager,IT & Tech,Noida,On-Site,Executive,"Python, SQL",3185015,3840440,2026-01-01
JOB-204256,Cloud Architect,IT & Tech,Noida,Remote,Senior,"Python, Machine Learning",1558136,2010266,2026-04-14
JOB-204257,Software Engineer,IT & Tech,Hyderabad,Remote,Senior,"AWS, Docker",1915900,2813245,2026-03-12
JOB-204258,Investment Banker,Finance,Chennai,Hybrid,Mid-Level,"Accounting, Tally",1158904,1569764,2026-04-13
JOB-204259,Bioinformatics Scientist,Healthcare,Gurugram,On-Site,Mid-Level,"Healthcare Data, SQL",1395346,1911010,2026-02-15
JOB-204260,Clinical Data Analyst,Healthcare,Delhi,On-Site,Senior,"Healthcare Data, SQL",1785926,2553006,2026-03-31
JOB-204261,Bioinformatics Scientist,Healthcare,Gurugram,Hybrid,Mid-Level,"Healthcare Data, SQL",992609,1257141,2026-03-01
JOB-204262,Marketing Manager,Marketing,Mumbai,Hybrid,Entry-Level,Social Media Management,692530,1012612,2026-02-21
JOB-204263,Marketing Manager,Marketing,Bengaluru,Hybrid,Executive,Content Writing,2734242,4091947,2026-04-17
JOB-204264,Financial Analyst,Finance,Gurugram,Remote,Lead,"Accounting, Tally",2241573,2952615,2026-04-22
JOB-204265,Risk Manager,Finance,Hyderabad,Remote,Mid-Level,Investment Analysis,1228634,1551408,2026-03-05
JOB-204266,Marketing Manager,Marketing,Noida,Remote,Senior,Social Media Management,1225333,1550945,2026-01-22
JOB-204267,Accountant,Finance,Noida,Remote,Lead,"Financial Modeling, Excel",1931120,2409691,2026-03-07
JOB-204268,DevOps Engineer,IT & Tech,Gurugram,Remote,Entry-Level,"AWS, Docker",1028832,1528856,2026-05-11
JOB-204269,Healthcare Administrator,Healthcare,Hyderabad,On-Site,Entry-Level,Hospital Administration,999198,1489011,2026-02-17
JOB-204270,Social Media Expert,Marketing,Chennai,On-Site,Entry-Level,"SEO, Google Analytics",714529,1063641,2026-04-06
JOB-204271,Investment Banker,Finance,Pune,Remote,Executive,Investment Analysis,2514798,3500869,2026-03-02
JOB-204272,Marketing Manager,Marketing,Chennai,Hybrid,Entry-Level,"SEO, Google Analytics",526700,654884,2026-04-08
JOB-204273,Accountant,Finance,Pune,Hybrid,Entry-Level,"Accounting, Tally",582615,700999,2026-02-08
JOB-204274,Bioinformatics Scientist,Healthcare,Noida,Remote,Mid-Level,"Healthcare Data, SQL",1089144,1606936,2026-02-26
JOB-204275,Social Media Expert,Marketing,Gurugram,Remote,Executive,Social Media Management,2461600,3405175,2026-04-25
JOB-204276,SEO Specialist,Marketing,Noida,Hybrid,Executive,Social Media Management,2866797,3446936,2026-03-16
JOB-204277,Accountant,Finance,Chennai,Hybrid,Executive,"Financial Modeling, Excel",3130728,4043404,2026-01-11
JOB-204278,Accountant,Finance,Delhi,On-Site,Mid-Level,"Accounting, Tally",1577212,2080134,2026-03-26
JOB-204279,Marketing Manager,Marketing,Gurugram,On-Site,Entry-Level,"SEO, Google Analytics",405032,597598,2026-04-18
JOB-204280,Cloud Architect,IT & Tech,Gurugram,Remote,Entry-Level,"Python, Machine Learning",617600,868590,2026-01-02
JOB-204281,Healthcare Administrator,Healthcare,Chennai,On-Site,Mid-Level,"Healthcare Data, SQL",1310134,1924580,2026-03-07
JOB-204282,Risk Manager,Finance,Noida,Hybrid,Entry-Level,"Accounting, Tally",869779,1216629,2026-04-08
JOB-204283,Content Strategist,Marketing,Chennai,On-Site,Lead,Digital Marketing,2094906,2882170,2026-03-03
JOB-204284,Healthcare Administrator,Healthcare,Gurugram,On-Site,Executive,"Bioinformatics, Python",2910894,3758919,2026-02-19
JOB-204285,Cybersecurity Analyst,IT & Tech,Gurugram,Hybrid,Entry-Level,"Java, Spring Boot",1370708,1784673,2026-03-19
JOB-204286,Cybersecurity Analyst,IT & Tech,Pune,On-Site,Senior,"Java, Spring Boot",2140934,2692367,2026-04-28
JOB-204287,Investment Banker,Finance,Delhi,Remote,Mid-Level,"Accounting, Tally",1018850,1322872,2026-04-06
JOB-204288,Software Engineer,IT & Tech,Gurugram,Hybrid,Lead,"SQL, Tableau, Power BI",1904926,2471210,2026-03-02
JOB-204289,DevOps Engineer,IT & Tech,Noida,Remote,Mid-Level,"Cybersecurity, Network",1045069,1535244,2026-01-23
JOB-204290,Content Strategist,Marketing,Gurugram,On-Site,Executive,Content Writing,2773444,3960842,2026-01-01
JOB-204291,Healthcare Administrator,Healthcare,Hyderabad,On-Site,Lead,Hospital Administration,2171945,3004453,2026-04-24
JOB-204292,SEO Specialist,Marketing,Pune,Hybrid,Mid-Level,Social Media Management,1116195,1638278,2026-04-10
JOB-204293,Cloud Architect,IT & Tech,Bengaluru,Hybrid,Executive,"AWS, Docker",3210553,4660783,2026-05-14
JOB-204294,Bioinformatics Scientist,Healthcare,Noida,On-Site,Lead,"Bioinformatics, Python",1816747,2395370,2026-04-04
JOB-204295,Cybersecurity Analyst,IT & Tech,Mumbai,Remote,Lead,"Cybersecurity, Network",2263710,3058305,2026-03-27
JOB-204296,Financial Analyst,Finance,Hyderabad,Remote,Entry-Level,Investment Analysis,793149,1033626,2026-04-03
JOB-204297,Clinical Data Analyst,Healthcare,Chennai,Hybrid,Entry-Level,"Bioinformatics, Python",516391,731375,2026-04-28
JOB-204298,Bioinformatics Scientist,Healthcare,Hyderabad,Hybrid,Lead,Hospital Administration,1924390,2795669,2026-03-20
JOB-204299,Cybersecurity Analyst,IT & Tech,Noida,On-Site,Senior,"Python, SQL",1541652,2300620,2026-02-05
JOB-204300,Investment Banker,Finance,Noida,On-Site,Executive,"Financial Modeling, Excel",3100136,4470782,2026-03-12
JOB-204301,Clinical Data Analyst,Healthcare,Pune,On-Site,Mid-Level,Hospital Administration,1271332,1706309,2026-02-09
JOB-204302,Financial Analyst,Finance,Delhi,Remote,Entry-Level,"Financial Modeling, Excel",460585,689339,2026-01-19
JOB-204303,Healthcare Administrator,Healthcare,Gurugram,On-Site,Entry-Level,"Bioinformatics, Python",769063,962191,2026-01-09
JOB-204304,Risk Manager,Finance,Bengaluru,On-Site,Executive,Investment Analysis,2554163,3493434,2026-03-10
JOB-204305,Product Manager,IT & Tech,Hyderabad,Remote,Executive,"AWS, Docker",3391649,4511501,2026-05-06
JOB-204306,Clinical Data Analyst,Healthcare,Bengaluru,On-Site,Mid-Level,"Healthcare Data, SQL",1277668,1738059,2026-03-29
JOB-204307,Clinical Data Analyst,Healthcare,Delhi,Hybrid,Executive,Hospital Administration,2914870,3713081,2026-02-09
JOB-204308,Risk Manager,Finance,Noida,Remote,Mid-Level,Risk Assessment,901607,1270565,2026-02-22
JOB-204309,Investment Banker,Finance,Pune,Hybrid,Lead,Risk Assessment,1833151,2619799,2026-04-26
JOB-204310,Product Manager,IT & Tech,Mumbai,Hybrid,Executive,"React, Node.js",3017369,4148866,2026-05-25
JOB-204311,Accountant,Finance,Delhi,Remote,Senior,Investment Analysis,1615743,2216953,2026-05-20
JOB-204312,Risk Manager,Finance,Delhi,Remote,Senior,Investment Analysis,1856866,2304474,2026-04-11
JOB-204313,Healthcare Administrator,Healthcare,Chennai,Remote,Senior,"Bioinformatics, Python",1741419,2345409,2026-03-26
JOB-204314,Data Scientist,IT & Tech,Mumbai,On-Site,Senior,"Python, Machine Learning",2286827,2916526,2026-02-09
JOB-204315,Financial Analyst,Finance,Gurugram,Hybrid,Mid-Level,Investment Analysis,1225034,1777944,2026-04-22
JOB-204316,Risk Manager,Finance,Noida,Hybrid,Mid-Level,Risk Assessment,1275874,1809932,2026-01-06
JOB-204317,Clinical Data Analyst,Healthcare,Hyderabad,On-Site,Lead,Hospital Administration,1918862,2839622,2026-01-15
JOB-204318,Accountant,Finance,Pune,Hybrid,Entry-Level,Investment Analysis,853840,1129583,2026-02-08
JOB-204319,Software Engineer,IT & Tech,Chennai,Remote,Entry-Level,"Python, Machine Learning",1356093,1838068,2026-02-03
JOB-204320,Software Engineer,IT & Tech,Noida,On-Site,Executive,"Cybersecurity, Network",3148508,3926925,2026-01-29
JOB-204321,Clinical Data Analyst,Healthcare,Delhi,Remote,Lead,"Bioinformatics, Python",1931005,2836312,2026-05-30
JOB-204322,Product Manager,IT & Tech,Gurugram,Remote,Executive,"AWS, Docker",2776965,3534648,2026-03-15
JOB-204323,Software Engineer,IT & Tech,Delhi,On-Site,Entry-Level,"React, Node.js",757957,991860,2026-05-25
JOB-204324,Risk Manager,Finance,Noida,On-Site,Senior,Investment Analysis,1641573,2253735,2026-05-01
JOB-204325,Social Media Expert,Marketing,Gurugram,Remote,Executive,Content Writing,2791174,3568232,2026-01-31
JOB-204326,Cloud Architect,IT & Tech,Gurugram,Hybrid,Entry-Level,"Python, Machine Learning",1339449,1882203,2026-01-28
JOB-204327,Clinical Data Analyst,Healthcare,Noida,Hybrid,Mid-Level,"Bioinformatics, Python",1303402,1575931,2026-05-22
JOB-204328,SEO Specialist,Marketing,Chennai,Hybrid,Executive,Content Writing,2422325,3099580,2026-04-24
JOB-204329,Accountant,Finance,Chennai,Remote,Senior,"Accounting, Tally",1579993,2176972,2026-04-24
JOB-204330,Product Manager,IT & Tech,Hyderabad,On-Site,Senior,"Python, SQL",2275885,3265657,2026-03-08
JOB-204331,Marketing Manager,Marketing,Pune,On-Site,Lead,Social Media Management,1837281,2393231,2026-05-22
JOB-204332,Social Media Expert,Marketing,Hyderabad,Hybrid,Entry-Level,Digital Marketing,450873,626086,2026-04-02
JOB-204333,Investment Banker,Finance,Pune,Hybrid,Senior,Investment Analysis,1793797,2440339,2026-01-18
JOB-204334,Software Engineer,IT & Tech,Bengaluru,Hybrid,Mid-Level,"Java, Spring Boot",1358164,1984546,2026-01-17
JOB-204335,Clinical Data Analyst,Healthcare,Gurugram,Remote,Lead,"Healthcare Data, SQL",1705655,2289348,2026-01-26
JOB-204336,Bioinformatics Scientist,Healthcare,Hyderabad,On-Site,Lead,"Bioinformatics, Python",1700374,2371469,2026-04-15
JOB-204337,Bioinformatics Scientist,Healthcare,Delhi,Remote,Executive,Hospital Administration,2844647,3951376,2026-02-18
JOB-204338,Software Engineer,IT & Tech,Noida,Hybrid,Senior,"Python, SQL",2265578,3330626,2026-05-15
JOB-204339,Data Scientist,IT & Tech,Noida,Hybrid,Senior,"Python, SQL",1698942,2187060,2026-01-21
JOB-204340,Accountant,Finance,Hyderabad,Remote,Mid-Level,"Accounting, Tally",1017870,1301856,2026-02-11
JOB-204341,Software Engineer,IT & Tech,Bengaluru,Remote,Lead,"Java, Spring Boot",2068392,3100236,2026-03-13
JOB-204342,DevOps Engineer,IT & Tech,Hyderabad,Hybrid,Executive,"Cybersecurity, Network",3437090,4826753,2026-05-18
JOB-204343,Financial Analyst,Finance,Chennai,On-Site,Executive,Risk Assessment,2811353,4149530,2026-01-18
JOB-204344,Bioinformatics Scientist,Healthcare,Delhi,On-Site,Senior,"Bioinformatics, Python",1509491,1897028,2026-02-17
JOB-204345,Bioinformatics Scientist,Healthcare,Gurugram,Hybrid,Executive,"Bioinformatics, Python",2821496,3819313,2026-02-08
JOB-204346,Product Manager,IT & Tech,Chennai,Remote,Entry-Level,"SQL, Tableau, Power BI",1150729,1501161,2026-02-15
JOB-204347,Bioinformatics Scientist,Healthcare,Hyderabad,Hybrid,Lead,"Bioinformatics, Python",2009723,2849274,2026-05-16
JOB-204348,SEO Specialist,Marketing,Chennai,Remote,Executive,Digital Marketing,2584454,3504494,2026-03-29
JOB-204349,Investment Banker,Finance,Delhi,Remote,Executive,"Financial Modeling, Excel",3032649,3962088,2026-01-01
JOB-204350,Data Scientist,IT & Tech,Delhi,On-Site,Senior,"React, Node.js",1884065,2506108,2026-05-22
JOB-204351,Content Strategist,Marketing,Pune,Remote,Entry-Level,Digital Marketing,434126,583577,2026-03-25
JOB-204352,Accountant,Finance,Noida,Hybrid,Executive,Investment Analysis,2873587,3491078,2026-05-23
JOB-204353,Accountant,Finance,Mumbai,Hybrid,Entry-Level,Investment Analysis,894093,1319201,2026-01-04
JOB-204354,Social Media Expert,Marketing,Delhi,Hybrid,Senior,"SEO, Google Analytics",1389844,1968920,2026-04-22
JOB-204355,Social Media Expert,Marketing,Mumbai,Remote,Executive,Social Media Management,2818461,3644589,2026-03-24
JOB-204356,Healthcare Administrator,Healthcare,Gurugram,Hybrid,Mid-Level,"Bioinformatics, Python",1263992,1873577,2026-05-14
JOB-204357,Content Strategist,Marketing,Delhi,On-Site,Entry-Level,"SEO, Google Analytics",860695,1264924,2026-02-20
JOB-204358,Risk Manager,Finance,Gurugram,Hybrid,Senior,Investment Analysis,1539828,2225751,2026-04-09
JOB-204359,Marketing Manager,Marketing,Chennai,Remote,Mid-Level,Content Writing,1154728,1410484,2026-05-21
JOB-204360,Financial Analyst,Finance,Gurugram,On-Site,Senior,"Accounting, Tally",1836931,2475062,2026-05-02
JOB-204361,Clinical Data Analyst,Healthcare,Noida,Remote,Mid-Level,"Bioinformatics, Python",1028036,1398167,2026-02-18
JOB-204362,Marketing Manager,Marketing,Hyderabad,Remote,Lead,Social Media Management,1706404,2316596,2026-01-27
JOB-204363,Marketing Manager,Marketing,Bengaluru,Hybrid,Entry-Level,Digital Marketing,463323,660089,2026-04-04
JOB-204364,Clinical Data Analyst,Healthcare,Noida,On-Site,Entry-Level,"Bioinformatics, Python",960019,1271392,2026-03-12
JOB-204365,Healthcare Administrator,Healthcare,Mumbai,Remote,Lead,"Bioinformatics, Python",1887738,2505458,2026-04-02
JOB-204366,Clinical Data Analyst,Healthcare,Mumbai,Remote,Senior,"Healthcare Data, SQL",1684464,2394921,2026-02-16
JOB-204367,Cloud Architect,IT & Tech,Chennai,Remote,Executive,"Java, Spring Boot",2858452,3945267,2026-02-19
JOB-204368,Marketing Manager,Marketing,Bengaluru,On-Site,Lead,Social Media Management,2085127,2745385,2026-02-20
JOB-204369,Cloud Architect,IT & Tech,Chennai,Hybrid,Mid-Level,"Java, Spring Boot",1136281,1432779,2026-03-09
JOB-204370,DevOps Engineer,IT & Tech,Noida,Remote,Executive,"React, Node.js",3258810,4454160,2026-04-26
JOB-204371,Cloud Architect,IT & Tech,Pune,Remote,Entry-Level,"Cybersecurity, Network",1112673,1630010,2026-04-15
JOB-204372,DevOps Engineer,IT & Tech,Delhi,Hybrid,Senior,"Python, SQL",1738174,2264185,2026-02-12
JOB-204373,Cloud Architect,IT & Tech,Pune,Hybrid,Lead,"Java, Spring Boot",2216190,3198150,2026-01-23
JOB-204374,Social Media Expert,Marketing,Chennai,Remote,Lead,Content Writing,1718601,2080794,2026-05-04
JOB-204375,Data Scientist,IT & Tech,Pune,Hybrid,Lead,"Python, SQL",2030376,2711948,2026-02-04
JOB-204376,Clinical Data Analyst,Healthcare,Mumbai,On-Site,Lead,"Bioinformatics, Python",1822475,2560310,2026-05-04
JOB-204377,Bioinformatics Scientist,Healthcare,Chennai,Hybrid,Executive,"Healthcare Data, SQL",2876380,4274073,2026-03-27
JOB-204378,SEO Specialist,Marketing,Pune,On-Site,Executive,"SEO, Google Analytics",2630334,3455634,2026-01-01
JOB-204379,Clinical Data Analyst,Healthcare,Noida,Remote,Mid-Level,"Healthcare Data, SQL",1090058,1379291,2026-05-06
JOB-204380,Accountant,Finance,Hyderabad,Remote,Mid-Level,Risk Assessment,987949,1325301,2026-01-25
JOB-204381,Bioinformatics Scientist,Healthcare,Bengaluru,Remote,Senior,"Bioinformatics, Python",1307900,1943762,2026-03-30
JOB-204382,Healthcare Administrator,Healthcare,Mumbai,Remote,Lead,"Bioinformatics, Python",1870892,2801317,2026-04-20
JOB-204383,Investment Banker,Finance,Chennai,Remote,Executive,"Accounting, Tally",3126712,4402897,2026-02-27
JOB-204384,Content Strategist,Marketing,Chennai,Remote,Executive,Content Writing,2825758,3791676,2026-05-09
JOB-204385,Healthcare Administrator,Healthcare,Chennai,On-Site,Entry-Level,"Healthcare Data, SQL",980731,1242785,2026-01-26
JOB-204386,Investment Banker,Finance,Gurugram,Remote,Executive,Risk Assessment,2496682,3415358,2026-04-06
JOB-204387,Healthcare Administrator,Healthcare,Pune,Hybrid,Senior,Hospital Administration,1462046,1978307,2026-01-28
